Theta(deg),Phi(deg),Freq(kT),mstar(me),Curv(kTA2),Type(+e-h),NumOrbCopy
  0.000000,  8.181818,  4.976892E-01,  4.475439E-01, -1.078266E+01, 1.000,  252
  0.000000,  8.181818,  4.976893E-01,  4.475797E-01, -1.088226E+01, 1.000,  224
  0.000000, 10.227273,  4.548984E-03,  1.053427E-01, -1.156842E+01,-1.000,  273
  0.000000, 10.227273,  4.565990E-03,  1.059000E-01, -1.192334E+01,-1.000,  280
  0.000000, 10.227273,  7.618948E-03,  8.926027E-02, -7.180899E+00, 1.000,  266
  0.000000, 10.227273,  7.644919E-03,  9.000107E-02, -6.735048E+00, 1.000,  266
  0.000000, 10.227273,  1.505326E-01,  2.525477E-01,  1.065168E+02, 1.000,   89
  0.000000, 10.227273,  1.505883E-01,  2.515157E-01,  1.030541E+02, 1.000,  102
  0.000000, 10.227273,  1.620184E-01,  3.354691E-01, -3.863421E+02, 1.000,   35
  0.000000, 10.227273,  1.638954E-01,  3.553034E-01, -3.909880E+02, 1.000,   80
  0.000000, 10.227273,  1.659970E-01,  3.756485E-01, -3.961553E+02, 1.000,   46
  0.000000, 10.227273,  1.712642E-01,  3.024095E-01, -5.081113E+01, 1.000,  259
  0.000000, 10.227273,  4.948519E-01,  4.355359E-01,  5.877724E+00, 1.000,  259
  0.000000, 10.227273,  4.948618E-01,  4.356389E-01,  5.879252E+00, 1.000,  224
  0.000000, 10.227273,  4.998272E-01,  4.631102E-01, -1.068548E+01, 1.000,  252
  0.000000, 10.227273,  4.998279E-01,  4.633571E-01, -1.096920E+01, 1.000,  224
  0.000000, 10.227273,  5.015135E-01,  4.496914E-01, -1.085559E+01, 1.000,  253
  0.000000, 10.227273,  5.015228E-01,  4.498171E-01, -1.096823E+01, 1.000,  217
  0.000000, 12.272727,  4.429149E-03,  1.022819E-01, -1.074470E+01,-1.000,   24
  0.000000, 12.272727,  4.553279E-03,  1.056519E-01, -1.170106E+01,-1.000,  113
  0.000000, 12.272727,  4.577748E-03,  1.053212E-01, -1.174139E+01,-1.000,  115
  0.000000, 12.272727,  4.597337E-03,  1.060842E-01, -1.186001E+01,-1.000,  223
  0.000000, 12.272727,  4.639054E-03,  1.082117E-01, -1.280796E+01,-1.000,   26
  0.000000, 12.272727,  4.670423E-03,  1.071071E-01, -1.204850E+01,-1.000,   47
  0.000000, 12.272727,  7.700854E-03,  8.875243E-02, -7.414417E+00, 1.000,  269
  0.000000, 12.272727,  7.744720E-03,  8.941318E-02, -7.557989E+00, 1.000,  271
  0.000000, 12.272727,  1.602555E-01,  2.336495E-01,  4.921398E+01, 1.000,  116
  0.000000, 12.272727,  1.602890E-01,  2.340873E-01,  4.738441E+01, 1.000,  116
  0.000000, 12.272727,  1.711194E-01,  3.013675E-01, -5.036193E+01, 1.000,  245
  0.000000, 12.272727,  1.811290E-01,  4.197678E-01, -3.661788E+02, 1.000,   20
  0.000000, 12.272727,  1.812288E-01,  4.234930E-01, -3.650112E+02, 1.000,   27
  0.000000, 12.272727,  4.996426E-01,  4.392991E-01,  6.494860E+00, 1.000,  252
  0.000000, 12.272727,  4.996440E-01,  4.393517E-01,  6.487586E+00, 1.000,  231
  0.000000, 12.272727,  5.054438E-01,  4.739638E-01, -1.234693E+01, 1.000,  231
  0.000000, 12.272727,  5.054461E-01,  4.737618E-01, -1.233102E+01, 1.000,  247
  0.000000, 12.272727,  5.061217E-01,  4.518139E-01, -1.088057E+01, 1.000,  231
  0.000000, 12.272727,  5.061289E-01,  4.516277E-01, -1.122099E+01, 1.000,  238
  0.000000, 14.318182,  4.547323E-03,  1.044261E-01, -1.350225E+01,-1.000,    5
  0.000000, 14.318182,  4.641311E-03,  1.067917E-01, -1.228441E+01,-1.000,  273
  0.000000, 14.318182,  4.648888E-03,  1.075641E-01, -1.232920E+01,-1.000,  268
  0.000000, 14.318182,  7.763499E-03,  9.088346E-02, -7.004539E+00, 1.000,  273
  0.000000, 14.318182,  7.826833E-03,  8.849399E-02, -7.989289E+00, 1.000,  273
  0.000000, 14.318182,  1.690127E-01,  2.381820E-01,  2.426071E+01, 1.000,  214
  0.000000, 14.318182,  1.690325E-01,  2.382862E-01,  2.556853E+01, 1.000,  201
  0.000000, 14.318182,  1.709144E-01,  3.001541E-01, -4.986233E+01, 1.000,  252
  0.000000, 14.318182,  5.056580E-01,  4.444093E-01,  7.125962E+00, 1.000,  238
  0.000000, 14.318182,  5.056598E-01,  4.442985E-01,  7.209257E+00, 1.000,  238
  0.000000, 14.318182,  5.115500E-01,  4.533021E-01, -1.103409E+01, 1.000,  224
  0.000000, 14.318182,  5.115513E-01,  4.530767E-01, -1.113279E+01, 1.000,  238
  0.000000, 14.318182,  5.125735E-01,  4.858682E-01, -1.435637E+01, 1.000,  245
  0.000000, 14.318182,  5.125973E-01,  4.863240E-01, -1.474473E+01, 1.000,  238
  0.000000, 16.363636,  4.622890E-03,  1.091478E-01, -1.250187E+01,-1.000,   42
  0.000000, 16.363636,  4.670664E-03,  1.070848E-01, -1.210771E+01,-1.000,  227
  0.000000, 16.363636,  4.671546E-03,  1.094751E-01, -1.303892E+01,-1.000,   39
  0.000000, 16.363636,  4.710910E-03,  1.079865E-01, -1.266798E+01,-1.000,  232
  0.000000, 16.363636,  7.870204E-03,  9.005954E-02, -8.180825E+00, 1.000,  273
  0.000000, 16.363636,  7.916513E-03,  8.908665E-02, -8.485750E+00, 1.000,  273
  0.000000, 16.363636,  1.707933E-01,  2.987642E-01, -4.929872E+01, 1.000,  259
  0.000000, 16.363636,  5.130471E-01,  4.508518E-01,  7.727904E+00, 1.000,  238
  0.000000, 16.363636,  5.130567E-01,  4.509525E-01,  7.575663E+00, 1.000,  243
  0.000000, 16.363636,  5.179423E-01,  4.548892E-01, -1.104228E+01, 1.000,  238
  0.000000, 16.363636,  5.179423E-01,  4.546561E-01, -1.108562E+01, 1.000,  238
  0.000000, 16.363636,  5.214059E-01,  5.009334E-01, -1.804228E+01, 1.000,  231
  0.000000, 16.363636,  5.214107E-01,  5.004143E-01, -1.781049E+01, 1.000,  238
  0.000000, 18.409091,  4.732666E-03,  1.084697E-01, -1.283394E+01,-1.000,  273
  0.000000, 18.409091,  4.736858E-03,  1.088687E-01, -1.278802E+01,-1.000,  266
  0.000000, 18.409091,  8.007767E-03,  9.209976E-02, -8.632154E+00, 1.000,  266
  0.000000, 18.409091,  8.010770E-03,  9.110566E-02, -9.016795E+00, 1.000,  273
  0.000000, 18.409091,  1.705684E-01,  2.973336E-01, -4.875133E+01, 1.000,  259
  0.000000, 18.409091,  5.219993E-01,  4.590104E-01,  8.053525E+00, 1.000,  238
  0.000000, 18.409091,  5.220065E-01,  4.589166E-01,  7.955220E+00, 1.000,  238
  0.000000, 18.409091,  5.254034E-01,  4.569562E-01, -1.052590E+01, 1.000,  238
  0.000000, 18.409091,  5.254059E-01,  4.568883E-01, -1.064068E+01, 1.000,  238
  0.000000, 18.409091,  5.321125E-01,  5.167441E-01, -1.955841E+01, 1.000,  231
  0.000000, 18.409091,  5.321220E-01,  5.165575E-01, -1.940809E+01, 1.000,  238
  0.000000, 20.454545,  4.814691E-03,  1.097849E-01, -1.290838E+01,-1.000,  259
  0.000000, 20.454545,  4.849506E-03,  1.097424E-01, -1.306151E+01,-1.000,  273
  0.000000, 20.454545,  8.131846E-03,  9.093138E-02, -9.609800E+00, 1.000,  255
  0.000000, 20.454545,  8.148508E-03,  8.973669E-02, -9.904695E+00, 1.000,  266
  0.000000, 20.454545,  1.705758E-01,  2.957409E-01, -4.815266E+01, 1.000,  259
  0.000000, 20.454545,  5.327347E-01,  4.699827E-01,  8.973830E+00, 1.000,   65
  0.000000, 20.454545,  5.327862E-01,  4.673372E-01,  5.592188E+00, 1.000,  253
  0.000000, 20.454545,  5.335905E-01,  4.639078E-01, -2.624418E+00, 1.000,  387
  0.000000, 20.454545,  5.342414E-01,  4.606037E-01, -1.061545E+01, 1.000,  223
  0.000000, 20.454545,  5.450785E-01,  5.384643E-01, -2.305023E+01, 1.000,  238
  0.000000, 20.454545,  5.451335E-01,  5.458611E-01, -2.798667E+01, 1.000,  231
  0.000000, 22.500000,  4.860627E-03,  1.108287E-01, -1.387711E+01,-1.000,  276
  0.000000, 22.500000,  4.878460E-03,  1.111268E-01, -1.387052E+01,-1.000,  262
  0.000000, 22.500000,  8.283035E-03,  9.059103E-02, -9.961527E+00, 1.000,  239
  0.000000, 22.500000,  8.299490E-03,  9.139320E-02, -9.338868E+00, 1.000,  237
  0.000000, 22.500000,  1.701452E-01,  2.942379E-01, -4.766704E+01, 1.000,  238
  0.000000, 22.500000,  5.451609E-01,  4.742249E-01, -5.156072E-01, 1.000,  296
  0.000000, 22.500000,  5.451660E-01,  4.748165E-01,  5.067044E-02, 1.000,  284
  0.000000, 22.500000,  5.613480E-01,  5.681596E-01, -2.770379E+01, 1.000,  245
  0.000000, 22.500000,  5.613674E-01,  5.683732E-01, -2.782924E+01, 1.000,  238
  0.000000, 24.545455,  4.934414E-03,  1.125159E-01, -1.433444E+01,-1.000,  259
  0.000000, 24.545455,  4.949908E-03,  1.126557E-01, -1.430815E+01,-1.000,  268
  0.000000, 24.545455,  8.433442E-03,  9.285317E-02, -9.653530E+00, 1.000,  225
  0.000000, 24.545455,  8.440836E-03,  9.345453E-02, -9.743869E+00, 1.000,  227
  0.000000, 24.545455,  1.699181E-01,  2.927725E-01, -4.717596E+01, 1.000,  238
  0.000000, 26.590909,  5.009002E-03,  1.137246E-01, -1.457070E+01,-1.000,  261
  0.000000, 26.590909,  5.021160E-03,  1.134813E-01, -1.493037E+01,-1.000,  272
  0.000000, 26.590909,  8.611526E-03,  9.479078E-02, -9.640255E+00, 1.000,  199
  0.000000, 26.590909,  8.612449E-03,  9.436503E-02, -9.620256E+00, 1.000,  193
  0.000000, 26.590909,  1.697087E-01,  2.912639E-01, -4.672467E+01, 1.000,  245
  0.000000, 28.636364,  5.115628E-03,  1.154278E-01, -1.536436E+01,-1.000,  262
  0.000000, 28.636364,  5.122211E-03,  1.152563E-01, -1.563320E+01,-1.000,  262
  0.000000, 28.636364,  8.794239E-03,  9.817842E-02, -8.937323E+00, 1.000,  162
  0.000000, 28.636364,  8.805315E-03,  9.714371E-02, -9.311531E+00, 1.000,  161
  0.000000, 28.636364,  1.695325E-01,  2.898471E-01, -4.632964E+01, 1.000,  266
  0.000000, 28.636364,  6.637547E-01,  7.260666E-01, -3.302323E+02, 1.000,   10
  0.000000, 28.636364,  6.640513E-01,  7.260856E-01, -3.348638E+02, 1.000,   14
  0.000000, 30.681818,  5.183965E-03,  1.176907E-01, -1.540582E+01,-1.000,  261
  0.000000, 30.681818,  5.226410E-03,  1.168402E-01, -1.640744E+01,-1.000,  262
  0.000000, 30.681818,  8.978078E-03,  1.046200E-01, -8.238139E+00, 1.000,   42
  0.000000, 30.681818,  8.985522E-03,  1.044873E-01, -9.066414E+00, 1.000,  125
  0.000000, 30.681818,  1.693567E-01,  2.884969E-01, -4.599832E+01, 1.000,  266
  0.000000, 30.681818,  6.971410E-01,  7.197097E-01, -2.936613E+02, 1.000,   28
  0.000000, 30.681818,  6.972309E-01,  7.194856E-01, -2.959285E+02, 1.000,   21
  0.000000, 32.727273,  5.325191E-03,  1.185047E-01, -1.716585E+01,-1.000,  248
  0.000000, 32.727273,  5.330886E-03,  1.187952E-01, -1.718081E+01,-1.000,  262
  0.000000, 32.727273,  9.265957E-03,  1.128000E-01, -8.485852E+00, 1.000,   33
  0.000000, 32.727273,  9.281833E-03,  1.116121E-01, -8.623202E+00, 1.000,   48
  0.000000, 32.727273,  1.691557E-01,  2.872131E-01, -4.574598E+01, 1.000,  266
  0.000000, 32.727273,  7.318642E-01,  7.265775E-01, -2.773437E+02, 1.000,   56
  0.000000, 32.727273,  7.319817E-01,  7.268063E-01, -2.793574E+02, 1.000,   54
  0.000000, 34.772727,  5.406904E-03,  1.207833E-01, -1.809445E+01,-1.000,  257
  0.000000, 34.772727,  5.456620E-03,  1.216010E-01, -1.772833E+01,-1.000,  254
  0.000000, 34.772727,  9.546660E-03,  1.139813E-01, -9.932980E+00, 1.000,   34
  0.000000, 34.772727,  9.594785E-03,  1.121055E-01, -9.848261E+00, 1.000,   21
  0.000000, 34.772727,  1.692189E-01,  2.859528E-01, -4.549316E+01, 1.000,  259
  0.000000, 34.772727,  7.668252E-01,  7.294540E-01, -2.431143E+02, 1.000,    8
  0.000000, 36.818182,  5.539996E-03,  1.228921E-01, -1.898456E+01,-1.000,  249
  0.000000, 36.818182,  5.551831E-03,  1.233341E-01, -1.891130E+01,-1.000,  239
  0.000000, 36.818182,  9.657126E-03,  1.305191E-01, -1.145125E+01, 1.000,    1
  0.000000, 36.818182,  9.773721E-03,  1.127142E-01, -1.032078E+01, 1.000,    2
  0.000000, 36.818182,  9.919654E-03,  1.213161E-01, -1.235935E+01, 1.000,   17
  0.000000, 36.818182,  9.981226E-03,  1.194353E-01, -1.210827E+01, 1.000,   11
  0.000000, 36.818182,  1.689428E-01,  2.849469E-01, -4.544066E+01, 1.000,  252
  0.000000, 36.818182,  8.044700E-01,  7.237258E-01, -2.724290E+02, 1.000,  137
  0.000000, 36.818182,  8.045245E-01,  7.239799E-01, -2.732928E+02, 1.000,  147
  0.000000, 38.863636,  5.682345E-03,  1.260412E-01, -2.007477E+01,-1.000,  235
  0.000000, 38.863636,  5.683008E-03,  1.254376E-01, -2.018233E+01,-1.000,  237
  0.000000, 38.863636,  1.029131E-02,  1.286204E-01, -1.395017E+01, 1.000,    1
  0.000000, 38.863636,  1.033950E-02,  1.280779E-01, -1.432943E+01, 1.000,    2
  0.000000, 38.863636,  1.045880E-02,  1.291049E-01, -1.428673E+01, 1.000,    3
  0.000000, 38.863636,  1.048365E-02,  1.284345E-01, -1.453941E+01, 1.000,    3
  0.000000, 38.863636,  1.688238E-01,  2.840510E-01, -4.544181E+01, 1.000,  273
  0.000000, 38.863636,  8.326710E-01,  7.001754E-01, -2.666288E+02, 1.000,  203
  0.000000, 38.863636,  8.327291E-01,  7.002846E-01, -2.712642E+02, 1.000,  208
  0.000000, 40.909091,  5.828949E-03,  1.283538E-01, -2.125178E+01,-1.000,  193
  0.000000, 40.909091,  5.841383E-03,  1.274982E-01, -2.157682E+01,-1.000,  232
  0.000000, 40.909091,  1.057261E-02,  1.452321E-01, -1.658002E+01, 1.000,    7
  0.000000, 40.909091,  1.085974E-02,  1.297929E-01, -1.553788E+01, 1.000,    7
  0.000000, 40.909091,  1.687668E-01,  2.832209E-01, -4.551997E+01, 1.000,  273
  0.000000, 40.909091,  8.515350E-01,  6.724560E-01, -2.252204E+02, 1.000,  203
  0.000000, 40.909091,  8.516855E-01,  6.723652E-01, -2.224853E+02, 1.000,  203
  0.000000, 42.954545,  5.998804E-03,  1.309243E-01, -2.285652E+01,-1.000,  195
  0.000000, 42.954545,  6.002096E-03,  1.311607E-01, -2.270720E+01,-1.000,  197
  0.000000, 42.954545,  1.084987E-02,  1.451711E-01, -1.699693E+01, 1.000,    1
  0.000000, 42.954545,  1.109877E-02,  1.312305E-01, -1.729559E+01, 1.000,   12
  0.000000, 42.954545,  1.110578E-02,  1.322177E-01, -1.743910E+01, 1.000,    7
  0.000000, 42.954545,  1.136647E-02,  1.249733E-01, -1.672059E+01, 1.000,    4
  0.000000, 42.954545,  1.137781E-02,  1.259563E-01, -1.680758E+01, 1.000,    7
  0.000000, 42.954545,  1.686717E-01,  2.825557E-01, -4.573672E+01, 1.000,  259
  0.000000, 42.954545,  8.616011E-01,  6.486667E-01, -1.987414E+02, 1.000,  210
  0.000000, 42.954545,  8.616042E-01,  6.490692E-01, -1.963106E+02, 1.000,  217
  0.000000, 45.000000,  6.152340E-03,  1.372028E-01, -2.465645E+01,-1.000,  213
  0.000000, 45.000000,  6.162529E-03,  1.332485E-01, -2.465984E+01,-1.000,  168
  0.000000, 45.000000,  6.456202E-03,  1.355095E-01, -2.649151E+01,-1.000,   13
  0.000000, 45.000000,  6.458669E-03,  1.349505E-01, -2.653968E+01,-1.000,    1
  0.000000, 45.000000,  1.179216E-02,  1.187179E-01, -1.672327E+01, 1.000,    7
  0.000000, 45.000000,  1.179523E-02,  1.185594E-01, -1.670480E+01, 1.000,    6
  0.000000, 45.000000,  1.687698E-01,  2.818815E-01, -4.598783E+01, 1.000,  266
  0.000000, 45.000000,  8.627680E-01,  6.306439E-01, -1.768685E+02, 1.000,  210
  0.000000, 45.000000,  8.629318E-01,  6.303929E-01, -1.771591E+02, 1.000,  210
  0.000000, 47.045455,  6.342542E-03,  1.382793E-01, -2.648452E+01,-1.000,  173
  0.000000, 47.045455,  6.365492E-03,  1.388801E-01, -2.654950E+01,-1.000,  173
  0.000000, 47.045455,  1.687866E-01,  2.815132E-01, -4.635891E+01, 1.000,  252
  0.000000, 47.045455,  8.569439E-01,  6.155174E-01, -1.598381E+02, 1.000,  210
  0.000000, 47.045455,  8.570173E-01,  6.155637E-01, -1.596378E+02, 1.000,  210
  0.000000, 49.090909,  6.551193E-03,  1.411310E-01, -2.838266E+01,-1.000,  155
  0.000000, 49.090909,  6.576217E-03,  1.427030E-01, -2.876449E+01,-1.000,  157
  0.000000, 49.090909,  1.688132E-01,  2.813245E-01, -4.678499E+01, 1.000,  238
  0.000000, 49.090909,  8.453484E-01,  6.036996E-01, -1.428505E+02, 1.000,  217
  0.000000, 49.090909,  8.453912E-01,  6.034387E-01, -1.430247E+02, 1.000,  217
  0.000000, 51.136364,  6.769600E-03,  1.456682E-01, -3.096293E+01,-1.000,  143
  0.000000, 51.136364,  6.773430E-03,  1.456937E-01, -3.095003E+01,-1.000,  120
  0.000000, 51.136364,  1.689044E-01,  2.812708E-01, -4.722793E+01, 1.000,  252
  0.000000, 51.136364,  8.291716E-01,  5.940431E-01, -1.270964E+02, 1.000,  210
  0.000000, 51.136364,  8.291731E-01,  5.939619E-01, -1.271724E+02, 1.000,  224
  0.000000, 53.181818,  6.554199E-03,  1.418462E-01, -3.131998E+01,-1.000,    1
  0.000000, 53.181818,  6.574421E-03,  1.427026E-01, -3.177028E+01,-1.000,    2
  0.000000, 53.181818,  6.665534E-03,  1.426563E-01, -3.027651E+01,-1.000,    1
  0.000000, 53.181818,  7.051639E-03,  1.506612E-01, -3.409010E+01,-1.000,  103
  0.000000, 53.181818,  7.072288E-03,  1.511677E-01, -3.405877E+01,-1.000,   91
  0.000000, 53.181818,  1.690053E-01,  2.812697E-01, -4.766861E+01, 1.000,  259
  0.000000, 53.181818,  8.096726E-01,  5.865617E-01, -1.124043E+02, 1.000,  217
  0.000000, 53.181818,  8.096804E-01,  5.866390E-01, -1.127407E+02, 1.000,  217
  0.000000, 55.227273,  6.721782E-03,  1.472221E-01, -3.289049E+01,-1.000,    1
  0.000000, 55.227273,  6.848954E-03,  1.485312E-01, -3.337089E+01,-1.000,    2
  0.000000, 55.227273,  6.864117E-03,  1.484465E-01, -3.287816E+01,-1.000,    1
  0.000000, 55.227273,  6.892534E-03,  1.496181E-01, -3.489557E+01,-1.000,    2
  0.000000, 55.227273,  7.045962E-03,  1.535785E-01, -3.570021E+01,-1.000,    7
  0.000000, 55.227273,  7.073873E-03,  1.536480E-01, -3.568228E+01,-1.000,    7
  0.000000, 55.227273,  7.269317E-03,  1.545167E-01, -3.637079E+01,-1.000,   13
  0.000000, 55.227273,  7.339343E-03,  1.547693E-01, -3.807555E+01,-1.000,   44
  0.000000, 55.227273,  7.389523E-03,  1.558649E-01, -3.798731E+01,-1.000,   41
  0.000000, 55.227273,  7.484021E-03,  1.633909E-01, -3.953968E+01,-1.000,    2
  0.000000, 55.227273,  7.604761E-03,  1.557626E-01, -4.096135E+01,-1.000,    8
  0.000000, 55.227273,  1.691486E-01,  2.815155E-01, -4.819352E+01, 1.000,  252
  0.000000, 55.227273,  7.879681E-01,  5.810387E-01, -9.968951E+01, 1.000,  217
  0.000000, 55.227273,  7.880152E-01,  5.810270E-01, -9.926769E+01, 1.000,  217
  0.000000, 57.272727,  7.216811E-03,  1.576815E-01, -3.790875E+01,-1.000,    2
  0.000000, 57.272727,  7.400207E-03,  1.675999E-01, -4.285170E+01,-1.000,    1
  0.000000, 57.272727,  7.521383E-03,  1.604230E-01, -3.904439E+01,-1.000,   20
  0.000000, 57.272727,  7.565665E-03,  1.626863E-01, -4.204269E+01,-1.000,   22
  0.000000, 57.272727,  7.650486E-03,  1.606101E-01, -4.177909E+01,-1.000,   47
  0.000000, 57.272727,  7.847758E-03,  1.600842E-01, -4.484185E+01,-1.000,   11
  0.000000, 57.272727,  7.851330E-03,  1.603003E-01, -4.525431E+01,-1.000,    3
  0.000000, 57.272727,  1.693183E-01,  2.815033E-01, -4.859155E+01, 1.000,  266
  0.000000, 57.272727,  7.648615E-01,  5.766316E-01, -9.021161E+01, 1.000,  224
  0.000000, 57.272727,  7.649308E-01,  5.760701E-01, -8.935744E+01, 1.000,  217
  0.000000, 59.318182,  7.601408E-03,  1.657615E-01, -4.210045E+01,-1.000,    1
  0.000000, 59.318182,  7.737307E-03,  1.663617E-01, -4.258270E+01,-1.000,    4
  0.000000, 59.318182,  7.918224E-03,  1.663627E-01, -4.570879E+01,-1.000,   36
  0.000000, 59.318182,  8.077990E-03,  1.649463E-01, -4.977673E+01,-1.000,    6
  0.000000, 59.318182,  1.695234E-01,  2.817175E-01, -4.918049E+01, 1.000,  252
  0.000000, 59.318182,  7.406971E-01,  5.713973E-01, -8.025062E+01, 1.000,  203
