Theta(deg),Phi(deg),Freq(kT),mstar(me),Curv(kTA2),Type(+e-h),NumOrbCopy
 90.000000, 87.954545,  1.063945E-02,  1.503301E-01, -2.830463E+01, 1.000,   15
 90.000000, 87.954545,  1.066941E-02,  1.504977E-01, -2.924975E+01, 1.000,   12
 90.000000, 87.954545,  1.089192E-02,  1.531309E-01, -3.764968E+01, 1.000,    3
 90.000000, 87.954545,  1.239720E-02,  1.633854E-01, -7.729680E+01, 1.000,    3
 90.000000, 87.954545,  1.242900E-02,  1.638584E-01, -7.853876E+01, 1.000,    6
 90.000000, 87.954545,  1.262521E-02,  1.705608E-01, -9.225708E+01, 1.000,   21
 90.000000, 87.954545,  1.265904E-02,  1.711370E-01, -9.437888E+01, 1.000,   30
 90.000000, 87.954545,  2.177766E-01,  3.990019E-01, -1.061068E+02, 1.000,  198
 90.000000, 87.954545,  3.934322E+00,  2.604826E+00, -1.244215E+03, 1.000,  120
 90.000000, 87.954545,  5.863637E+00,  1.880405E+00, -3.092198E+04, 1.000,    9
 90.000000, 85.909091,  8.474517E-03,  1.328973E-01,  4.186503E+01, 1.000,  132
 90.000000, 85.909091,  8.492793E-03,  1.330546E-01,  4.107183E+01, 1.000,  123
 90.000000, 85.909091,  1.017036E-02,  1.481430E-01, -1.478679E+01, 1.000,   15
 90.000000, 85.909091,  1.028718E-02,  1.487916E-01, -1.891732E+01, 1.000,   18
 90.000000, 85.909091,  1.049911E-02,  1.505617E-01, -2.639440E+01, 1.000,   12
 90.000000, 85.909091,  1.077607E-02,  1.527536E-01, -3.655430E+01, 1.000,    9
 90.000000, 85.909091,  1.100696E-02,  1.519398E-01, -3.591209E+01, 1.000,   21
 90.000000, 85.909091,  1.128708E-02,  1.503391E-01, -3.294732E+01, 1.000,   18
 90.000000, 85.909091,  1.163194E-02,  1.532894E-01, -4.473381E+01, 1.000,   21
 90.000000, 85.909091,  1.186478E-02,  1.548548E-01, -5.304284E+01, 1.000,    9
 90.000000, 85.909091,  1.226366E-02,  1.588925E-01, -6.858609E+01, 1.000,   18
 90.000000, 85.909091,  1.226972E-02,  1.606036E-01, -6.911371E+01, 1.000,   24
 90.000000, 85.909091,  1.255284E-02,  1.639104E-01, -8.406966E+01, 1.000,    9
 90.000000, 85.909091,  1.262799E-02,  1.680907E-01, -9.142882E+01, 1.000,   12
 90.000000, 85.909091,  2.176722E-01,  3.988227E-01, -1.061559E+02, 1.000,  195
 90.000000, 85.909091,  1.916372E+00,  1.256536E+00, -5.190564E+02, 1.000,    9
 90.000000, 85.909091,  1.916512E+00,  1.255562E+00, -5.190609E+02, 1.000,    9
 90.000000, 83.863636,  8.295351E-03,  1.354098E-01,  4.821030E+01, 1.000,   30
 90.000000, 83.863636,  8.355233E-03,  1.356420E-01,  4.754868E+01, 1.000,   72
 90.000000, 83.863636,  8.526932E-03,  1.357088E-01,  4.785954E+01, 1.000,    6
 90.000000, 83.863636,  8.802920E-03,  1.372470E-01,  3.142124E+01, 1.000,   45
 90.000000, 83.863636,  8.911164E-03,  1.366165E-01,  2.673255E+01, 1.000,    9
 90.000000, 83.863636,  9.040882E-03,  1.398921E-01,  2.253411E+01, 1.000,   15
 90.000000, 83.863636,  9.055621E-03,  1.394620E-01,  2.207996E+01, 1.000,   12
 90.000000, 83.863636,  9.232644E-03,  1.411708E-01,  1.603815E+01, 1.000,   30
 90.000000, 83.863636,  9.815040E-03,  1.462426E-01, -4.394755E+00, 1.000,   30
 90.000000, 83.863636,  1.001119E-02,  1.481059E-01, -1.142160E+01, 1.000,   15
 90.000000, 83.863636,  1.013438E-02,  1.486403E-01, -1.573707E+01, 1.000,    9
 90.000000, 83.863636,  1.016615E-02,  1.487097E-01, -1.720794E+01, 1.000,   54
 90.000000, 83.863636,  1.071788E-02,  1.519404E-01, -4.008338E+01, 1.000,   48
 90.000000, 83.863636,  1.085808E-02,  1.527283E-01, -5.157947E+01, 1.000,   42
 90.000000, 83.863636,  1.102277E-02,  1.540014E-01, -6.253631E+01, 1.000,   27
 90.000000, 83.863636,  1.150662E-02,  1.552711E-01, -3.575261E+01, 1.000,    6
 90.000000, 83.863636,  1.173178E-02,  1.516138E-01, -4.438763E+01, 1.000,   24
 90.000000, 83.863636,  1.173574E-02,  1.528073E-01, -4.414755E+01, 1.000,   27
 90.000000, 83.863636,  1.204526E-02,  1.586226E-01, -5.531405E+01, 1.000,    6
 90.000000, 83.863636,  1.242368E-02,  1.619413E-01, -7.507624E+01, 1.000,   27
 90.000000, 83.863636,  1.256319E-02,  1.664971E-01, -8.732882E+01, 1.000,   12
 90.000000, 83.863636,  2.174122E-01,  3.983448E-01, -1.061739E+02, 1.000,  198
 90.000000, 83.863636,  1.838854E+00,  1.239377E+00, -4.779163E+02, 1.000,  165
 90.000000, 83.863636,  1.838983E+00,  1.238126E+00, -4.783156E+02, 1.000,  165
 90.000000, 81.818182,  8.747527E-03,  1.423482E-01,  3.409110E+01, 1.000,   42
 90.000000, 81.818182,  8.779261E-03,  1.420295E-01,  3.383029E+01, 1.000,   45
 90.000000, 81.818182,  9.051898E-03,  1.403083E-01,  2.156243E+01, 1.000,    3
 90.000000, 81.818182,  9.074669E-03,  1.423518E-01,  2.066276E+01, 1.000,    6
 90.000000, 81.818182,  9.146466E-03,  1.431268E-01,  1.839608E+01, 1.000,    3
 90.000000, 81.818182,  9.173681E-03,  1.425322E-01,  1.695594E+01, 1.000,    3
 90.000000, 81.818182,  9.249003E-03,  1.432967E-01,  1.452189E+01, 1.000,    6
 90.000000, 81.818182,  9.269330E-03,  1.428156E-01,  1.384990E+01, 1.000,    6
 90.000000, 81.818182,  9.413732E-03,  1.429680E-01,  8.650216E+00, 1.000,   12
 90.000000, 81.818182,  9.441121E-03,  1.436797E-01,  7.647172E+00, 1.000,   15
 90.000000, 81.818182,  9.672007E-03,  1.430797E-01,  2.101839E+01, 1.000,    3
 90.000000, 81.818182,  1.030291E-02,  1.470690E-01, -3.449528E+01, 1.000,  126
 90.000000, 81.818182,  1.031400E-02,  1.472440E-01, -3.665391E+01, 1.000,  123
 90.000000, 81.818182,  1.104967E-02,  1.451502E-01, -1.855940E+01, 1.000,    3
 90.000000, 81.818182,  1.115639E-02,  1.468108E-01, -2.173415E+01, 1.000,   15
 90.000000, 81.818182,  1.124050E-02,  1.486018E-01, -2.402001E+01, 1.000,    6
 90.000000, 81.818182,  1.139508E-02,  1.490031E-01, -2.900138E+01, 1.000,    3
 90.000000, 81.818182,  1.157988E-02,  1.488355E-01, -3.624471E+01, 1.000,    6
 90.000000, 81.818182,  1.168226E-02,  1.512978E-01, -3.950239E+01, 1.000,   21
 90.000000, 81.818182,  1.183568E-02,  1.518541E-01, -4.557612E+01, 1.000,    9
 90.000000, 81.818182,  1.207329E-02,  1.543767E-01, -5.676971E+01, 1.000,    3
 90.000000, 81.818182,  1.219505E-02,  1.569176E-01, -6.212020E+01, 1.000,    3
 90.000000, 81.818182,  1.233372E-02,  1.603528E-01, -7.209088E+01, 1.000,    3
 90.000000, 81.818182,  2.170740E-01,  3.976680E-01, -1.061817E+02, 1.000,  204
 90.000000, 81.818182,  1.749769E+00,  1.225871E+00, -4.431731E+02, 1.000,  174
 90.000000, 81.818182,  1.749789E+00,  1.225822E+00, -4.431499E+02, 1.000,  174
 90.000000, 79.772727,  9.155378E-03,  1.463807E-01,  1.954760E+01, 1.000,   30
 90.000000, 79.772727,  9.171202E-03,  1.466819E-01,  1.957218E+01, 1.000,   36
 90.000000, 79.772727,  9.388828E-03,  1.370545E-01, -5.009678E+01, 1.000,    6
 90.000000, 79.772727,  9.540348E-03,  1.387363E-01, -5.094120E+01, 1.000,    3
 90.000000, 79.772727,  9.945506E-03,  1.418719E-01, -3.298729E+01, 1.000,  135
 90.000000, 79.772727,  9.967521E-03,  1.420560E-01, -3.235806E+01, 1.000,  123
 90.000000, 79.772727,  1.098597E-02,  1.464613E-01, -1.495173E+01, 1.000,    6
 90.000000, 79.772727,  1.104977E-02,  1.469535E-01, -1.681260E+01, 1.000,   12
 90.000000, 79.772727,  1.128696E-02,  1.491727E-01, -2.409343E+01, 1.000,    9
 90.000000, 79.772727,  1.147008E-02,  1.482829E-01, -3.080165E+01, 1.000,    6
 90.000000, 79.772727,  1.151809E-02,  1.487427E-01, -3.235780E+01, 1.000,    3
 90.000000, 79.772727,  1.165432E-02,  1.503126E-01, -3.691759E+01, 1.000,    3
 90.000000, 79.772727,  1.189715E-02,  1.637992E-01, -6.964983E+01, 1.000,    9
 90.000000, 79.772727,  1.197915E-02,  2.370883E-01, -1.391028E+02,-1.000,    8
 90.000000, 79.772727,  1.198220E-02,  2.352366E-01, -1.391294E+02,-1.000,    8
 90.000000, 79.772727,  1.213867E-02,  1.665454E-01, -7.858240E+01, 1.000,    9
 90.000000, 79.772727,  1.217728E-02,  1.642562E-01, -7.564575E+01, 1.000,    6
 90.000000, 79.772727,  2.166173E-01,  3.969780E-01, -1.061610E+02, 1.000,  204
 90.000000, 79.772727,  1.651205E+00,  1.215039E+00, -4.167917E+02, 1.000,  183
 90.000000, 79.772727,  1.651208E+00,  1.214718E+00, -4.171086E+02, 1.000,  183
 90.000000, 77.727273,  9.504876E-03,  1.342702E-01, -3.560235E+01, 1.000,   21
 90.000000, 77.727273,  9.515612E-03,  1.344060E-01, -3.507559E+01, 1.000,   21
 90.000000, 77.727273,  1.109026E-02,  1.544816E-01, -1.549839E+01, 1.000,    6
 90.000000, 77.727273,  1.109099E-02,  1.522865E-01, -1.593146E+01, 1.000,    9
 90.000000, 77.727273,  1.133729E-02,  1.515685E-01, -2.428331E+01, 1.000,    6
 90.000000, 77.727273,  1.153661E-02,  1.652969E-01, -6.872408E+01, 1.000,    3
 90.000000, 77.727273,  1.160070E-02,  2.304574E-01, -1.280105E+02,-1.000,   24
 90.000000, 77.727273,  1.160262E-02,  2.304373E-01, -1.278978E+02,-1.000,   24
 90.000000, 77.727273,  1.161006E-02,  1.618406E-01, -6.101545E+01, 1.000,   15
 90.000000, 77.727273,  1.185754E-02,  1.617639E-01, -6.450133E+01, 1.000,   27
 90.000000, 77.727273,  1.192211E-02,  1.594089E-01, -6.110872E+01, 1.000,   24
 90.000000, 77.727273,  2.160681E-01,  3.960230E-01, -1.060926E+02, 1.000,  204
 90.000000, 77.727273,  1.547790E+00,  1.205464E+00, -3.967412E+02, 1.000,  180
 90.000000, 77.727273,  1.547794E+00,  1.204991E+00, -3.968504E+02, 1.000,  180
 90.000000, 75.681818,  1.119957E-02,  2.223679E-01, -1.165515E+02,-1.000,   28
 90.000000, 75.681818,  1.120122E-02,  2.226519E-01, -1.164509E+02,-1.000,   48
 90.000000, 75.681818,  1.149414E-02,  1.572363E-01, -4.306522E+01, 1.000,   57
 90.000000, 75.681818,  1.149690E-02,  1.573176E-01, -4.698026E+01, 1.000,   93
 90.000000, 75.681818,  2.155080E-01,  3.950227E-01, -1.060223E+02, 1.000,  201
 90.000000, 75.681818,  1.440652E+00,  1.192691E+00, -3.631355E+02, 1.000,   33
 90.000000, 75.681818,  1.443153E+00,  1.194474E+00, -3.669736E+02, 1.000,  186
 90.000000, 75.681818,  1.443352E+00,  1.194285E+00, -3.671690E+02, 1.000,  153
 90.000000, 73.636364,  1.077516E-02,  2.165052E-01, -1.049228E+02,-1.000,   32
 90.000000, 73.636364,  1.078638E-02,  2.159147E-01, -1.049989E+02,-1.000,   40
 90.000000, 73.636364,  1.152439E-02,  1.584279E-01, -3.776956E+01, 1.000,   78
 90.000000, 73.636364,  1.153609E-02,  1.598628E-01, -3.570031E+01, 1.000,   63
 90.000000, 73.636364,  2.146126E-01,  3.935582E-01, -1.057565E+02, 1.000,  204
 90.000000, 73.636364,  1.339723E+00,  1.171413E+00, -2.752305E+02, 1.000,  183
 90.000000, 73.636364,  1.339900E+00,  1.172111E+00, -2.764986E+02, 1.000,  183
 90.000000, 71.590909,  1.038309E-02,  2.088058E-01, -9.429783E+01,-1.000,   52
 90.000000, 71.590909,  1.038792E-02,  2.087691E-01, -9.445641E+01,-1.000,   52
 90.000000, 71.590909,  1.134556E-02,  1.574377E-01, -3.491636E+01, 1.000,   21
 90.000000, 71.590909,  1.142936E-02,  1.590132E-01, -3.464686E+01, 1.000,   27
 90.000000, 71.590909,  1.158485E-02,  1.676968E-01, -2.877421E+01, 1.000,    3
 90.000000, 71.590909,  1.175383E-02,  1.627482E-01, -3.790029E+01, 1.000,   30
 90.000000, 71.590909,  1.179808E-02,  1.637807E-01, -3.827662E+01, 1.000,   36
 90.000000, 71.590909,  1.197838E-02,  1.701918E-01, -3.915345E+01, 1.000,   45
 90.000000, 71.590909,  1.200226E-02,  1.735649E-01, -3.933967E+01, 1.000,   36
 90.000000, 71.590909,  2.137554E-01,  3.920801E-01, -1.054687E+02, 1.000,  207
 90.000000, 71.590909,  1.243297E+00,  1.116298E+00, -1.426068E+02, 1.000,    9
 90.000000, 71.590909,  1.244142E+00,  1.124657E+00, -1.448578E+02, 1.000,  189
 90.000000, 71.590909,  1.244190E+00,  1.124366E+00, -1.446053E+02, 1.000,  177
 90.000000, 69.545455,  9.948937E-03,  2.007951E-01, -8.393137E+01,-1.000,   64
 90.000000, 69.545455,  9.949397E-03,  2.009546E-01, -8.398908E+01,-1.000,   64
 90.000000, 69.545455,  1.131507E-02,  1.597482E-01, -3.258425E+01, 1.000,    6
 90.000000, 69.545455,  1.146291E-02,  1.617656E-01, -2.910337E+01, 1.000,    3
 90.000000, 69.545455,  1.148169E-02,  1.615531E-01, -3.195458E+01, 1.000,    6
 90.000000, 69.545455,  1.202013E-02,  1.701872E-01, -3.992473E+01, 1.000,  135
 90.000000, 69.545455,  1.203309E-02,  1.705784E-01, -4.060089E+01, 1.000,  129
 90.000000, 69.545455,  2.127191E-01,  3.904918E-01, -1.050648E+02, 1.000,  207
 90.000000, 69.545455,  1.160514E+00,  1.059246E+00, -5.782166E+01, 1.000,  186
 90.000000, 69.545455,  1.160531E+00,  1.059651E+00, -5.899213E+01, 1.000,  183
 90.000000, 67.500000,  9.525843E-03,  1.930559E-01, -7.495622E+01,-1.000,   44
 90.000000, 67.500000,  9.530806E-03,  1.921943E-01, -7.484444E+01,-1.000,   44
 90.000000, 67.500000,  1.199436E-02,  1.682838E-01, -4.044031E+01, 1.000,  198
 90.000000, 67.500000,  1.199796E-02,  1.681244E-01, -4.059809E+01, 1.000,  195
 90.000000, 67.500000,  2.116420E-01,  3.884670E-01, -1.044617E+02, 1.000,  204
 90.000000, 67.500000,  1.089402E+00,  9.967591E-01, -2.992781E+01, 1.000,  192
 90.000000, 67.500000,  1.089407E+00,  9.970511E-01, -3.080961E+01, 1.000,  192
 90.000000, 65.454545,  9.145489E-03,  1.907535E-01, -6.728665E+01,-1.000,   28
 90.000000, 65.454545,  9.155147E-03,  1.899328E-01, -6.728457E+01,-1.000,   28
 90.000000, 65.454545,  1.190652E-02,  1.627113E-01, -4.025944E+01, 1.000,  207
 90.000000, 65.454545,  1.191510E-02,  1.627188E-01, -4.044426E+01, 1.000,  216
 90.000000, 65.454545,  2.104359E-01,  3.863797E-01, -1.038122E+02, 1.000,  207
 90.000000, 65.454545,  1.028267E+00,  9.415417E-01, -2.680811E+01, 1.000,  192
 90.000000, 65.454545,  1.028268E+00,  9.413825E-01, -2.663300E+01, 1.000,  192
 90.000000, 63.409091,  8.678465E-03,  1.811733E-01, -6.064207E+01,-1.000,    4
 90.000000, 63.409091,  8.776935E-03,  1.783265E-01, -6.026200E+01,-1.000,   36
 90.000000, 63.409091,  8.832567E-03,  1.781725E-01, -6.022075E+01,-1.000,   28
 90.000000, 63.409091,  1.181056E-02,  1.567940E-01, -4.003805E+01, 1.000,  204
 90.000000, 63.409091,  1.182776E-02,  1.568678E-01, -4.029622E+01, 1.000,  210
 90.000000, 63.409091,  2.091555E-01,  3.839760E-01, -1.027955E+02, 1.000,  207
 90.000000, 63.409091,  9.747217E-01,  8.962871E-01, -3.273098E+01, 1.000,  189
 90.000000, 63.409091,  9.747234E-01,  8.963030E-01, -3.272692E+01, 1.000,  189
 90.000000, 61.363636,  8.310129E-03,  1.766388E-01, -5.430070E+01,-1.000,    8
 90.000000, 61.363636,  8.471600E-03,  1.720131E-01, -5.426863E+01,-1.000,   36
 90.000000, 61.363636,  8.485655E-03,  1.716473E-01, -5.434000E+01,-1.000,   32
 90.000000, 61.363636,  1.135223E-02,  1.511137E-01, -3.489055E+01, 1.000,   69
 90.000000, 61.363636,  1.163871E-02,  1.517509E-01, -3.822834E+01, 1.000,  204
 90.000000, 61.363636,  1.178410E-02,  1.522337E-01, -3.986233E+01, 1.000,  135
 90.000000, 61.363636,  2.079030E-01,  3.813998E-01, -1.017473E+02, 1.000,  207
 90.000000, 61.363636,  9.269571E-01,  8.561753E-01, -3.625563E+01, 1.000,  198
 90.000000, 61.363636,  9.269581E-01,  8.561214E-01, -3.627351E+01, 1.000,  198
 90.000000, 59.318182,  7.933968E-03,  1.731193E-01, -4.905370E+01,-1.000,    4
 90.000000, 59.318182,  8.002253E-03,  1.721196E-01, -4.893755E+01,-1.000,   16
 90.000000, 59.318182,  8.173408E-03,  1.665625E-01, -4.906280E+01,-1.000,   36
 90.000000, 59.318182,  8.187562E-03,  1.662657E-01, -4.907440E+01,-1.000,   28
 90.000000, 59.318182,  1.146872E-02,  1.467836E-01, -3.610560E+01, 1.000,  210
 90.000000, 59.318182,  1.147179E-02,  1.468483E-01, -3.612368E+01, 1.000,  207
 90.000000, 59.318182,  2.063335E-01,  3.786390E-01, -1.003564E+02, 1.000,  204
 90.000000, 59.318182,  8.837801E-01,  8.197618E-01, -3.640763E+01, 1.000,  198
 90.000000, 59.318182,  8.837811E-01,  8.198446E-01, -3.649116E+01, 1.000,  198
 90.000000, 57.272727,  7.650129E-03,  1.682108E-01, -4.433264E+01,-1.000,   12
 90.000000, 57.272727,  7.730086E-03,  1.669595E-01, -4.438949E+01,-1.000,   16
 90.000000, 57.272727,  7.869052E-03,  1.625856E-01, -4.450670E+01,-1.000,   28
 90.000000, 57.272727,  7.908886E-03,  1.619574E-01, -4.443093E+01,-1.000,   20
 90.000000, 57.272727,  1.122641E-02,  1.424453E-01, -3.283890E+01, 1.000,  213
 90.000000, 57.272727,  1.124814E-02,  1.421272E-01, -3.327436E+01, 1.000,  201
 90.000000, 57.272727,  2.047819E-01,  3.756184E-01, -9.880908E+01, 1.000,  210
 90.000000, 57.272727,  8.445527E-01,  7.859459E-01, -3.395372E+01, 1.000,  201
 90.000000, 57.272727,  8.445608E-01,  7.860904E-01, -3.401475E+01, 1.000,  201
 90.000000, 55.227273,  7.406395E-03,  1.640735E-01, -4.014704E+01,-1.000,   40
 90.000000, 55.227273,  7.480411E-03,  1.627503E-01, -4.022000E+01,-1.000,   52
 90.000000, 55.227273,  7.597848E-03,  1.609196E-01, -4.019151E+01,-1.000,    8
 90.000000, 55.227273,  1.073151E-02,  1.396209E-01, -2.630832E+01, 1.000,   60
 90.000000, 55.227273,  1.100961E-02,  1.367694E-01, -3.058498E+01, 1.000,  204
 90.000000, 55.227273,  1.109418E-02,  1.372675E-01, -3.117515E+01, 1.000,  144
 90.000000, 55.227273,  2.031524E-01,  3.726166E-01, -9.683027E+01, 1.000,  207
 90.000000, 55.227273,  8.087920E-01,  7.544675E-01, -2.986603E+01, 1.000,  198
 90.000000, 55.227273,  8.087991E-01,  7.543629E-01, -2.987882E+01, 1.000,  198
 90.000000, 53.181818,  7.013250E-03,  1.572399E-01, -3.683319E+01,-1.000,    8
 90.000000, 53.181818,  7.030624E-03,  1.591873E-01, -3.676956E+01,-1.000,    8
 90.000000, 53.181818,  7.191351E-03,  1.589110E-01, -3.699473E+01,-1.000,    8
 90.000000, 53.181818,  7.292471E-03,  1.551606E-01, -3.712114E+01,-1.000,   48
 90.000000, 53.181818,  7.354010E-03,  1.534952E-01, -3.717042E+01,-1.000,   32
 90.000000, 53.181818,  1.070619E-02,  1.326004E-01, -2.721866E+01, 1.000,  195
 90.000000, 53.181818,  1.071640E-02,  1.326061E-01, -2.729938E+01, 1.000,  210
 90.000000, 53.181818,  2.015902E-01,  3.693340E-01, -9.515698E+01, 1.000,  195
 90.000000, 53.181818,  7.761530E-01,  7.246933E-01, -2.496943E+01, 1.000,  195
 90.000000, 53.181818,  7.761558E-01,  7.247953E-01, -2.499911E+01, 1.000,  195
 90.000000, 51.136364,  6.754940E-03,  1.575575E-01, -3.307483E+01,-1.000,    4
 90.000000, 51.136364,  7.011826E-03,  1.524584E-01, -3.364154E+01,-1.000,   88
 90.000000, 51.136364,  7.031247E-03,  1.525977E-01, -3.366524E+01,-1.000,   76
 90.000000, 51.136364,  1.043302E-02,  1.281634E-01, -2.438054E+01, 1.000,  204
 90.000000, 51.136364,  1.044280E-02,  1.285238E-01, -2.408796E+01, 1.000,  207
 90.000000, 51.136364,  1.999872E-01,  3.660550E-01, -9.310837E+01, 1.000,  198
 90.000000, 51.136364,  7.463173E-01,  6.968929E-01, -1.988056E+01, 1.000,  195
 90.000000, 51.136364,  7.463250E-01,  6.969802E-01, -1.992441E+01, 1.000,  195
 90.000000, 49.090909,  6.492022E-03,  1.580354E-01, -3.055034E+01,-1.000,    4
 90.000000, 49.090909,  6.532468E-03,  1.464060E-01, -3.075625E+01,-1.000,   24
 90.000000, 49.090909,  6.639126E-03,  1.505840E-01, -3.078830E+01,-1.000,   32
 90.000000, 49.090909,  6.747315E-03,  1.497929E-01, -3.060227E+01,-1.000,   36
 90.000000, 49.090909,  6.848933E-03,  1.489312E-01, -3.076810E+01,-1.000,   72
 90.000000, 49.090909,  6.862852E-03,  1.475973E-01, -3.073374E+01,-1.000,   52
 90.000000, 49.090909,  1.017957E-02,  1.245551E-01, -2.149604E+01, 1.000,  207
 90.000000, 49.090909,  1.018739E-02,  1.240409E-01, -2.176120E+01, 1.000,  213
 90.000000, 49.090909,  1.981775E-01,  3.624923E-01, -9.084454E+01, 1.000,  207
 90.000000, 49.090909,  7.190244E-01,  6.710270E-01, -1.497370E+01, 1.000,  201
 90.000000, 49.090909,  7.190248E-01,  6.707434E-01, -1.500877E+01, 1.000,  201
 90.000000, 47.045455,  6.313581E-03,  1.453256E-01, -2.823696E+01,-1.000,   32
 90.000000, 47.045455,  6.338711E-03,  1.419868E-01, -2.828518E+01,-1.000,   20
 90.000000, 47.045455,  6.613145E-03,  1.462699E-01, -2.821242E+01,-1.000,   96
 90.000000, 47.045455,  6.616755E-03,  1.456188E-01, -2.814768E+01,-1.000,  104
 90.000000, 47.045455,  9.927273E-03,  1.202869E-01, -1.938695E+01, 1.000,  210
 90.000000, 47.045455,  9.929065E-03,  1.203795E-01, -1.926825E+01, 1.000,  210
 90.000000, 47.045455,  1.963988E-01,  3.592898E-01, -8.834362E+01, 1.000,  210
 90.000000, 47.045455,  6.941126E-01,  6.466588E-01, -1.065526E+01, 1.000,  204
 90.000000, 47.045455,  6.941163E-01,  6.465485E-01, -1.064200E+01, 1.000,  204
 90.000000, 45.000000,  6.141495E-03,  1.372691E-01, -2.629330E+01,-1.000,   20
 90.000000, 45.000000,  6.157764E-03,  1.471940E-01, -2.600554E+01,-1.000,   56
 90.000000, 45.000000,  6.313062E-03,  1.489274E-01, -2.565391E+01,-1.000,   44
 90.000000, 45.000000,  6.452841E-03,  1.339650E-01, -2.625323E+01,-1.000,   48
 90.000000, 45.000000,  6.455052E-03,  1.346071E-01, -2.625326E+01,-1.000,   64
 90.000000, 45.000000,  9.662578E-03,  1.143792E-01, -1.884497E+01, 1.000,  210
 90.000000, 45.000000,  9.667260E-03,  1.178409E-01, -1.635194E+01, 1.000,  216
 90.000000, 45.000000,  1.947355E-01,  3.553009E-01, -8.605417E+01, 1.000,  210
 90.000000, 45.000000,  6.713895E-01,  6.233534E-01, -6.914433E+00, 1.000,  201
 90.000000, 45.000000,  6.714001E-01,  6.241417E-01, -7.024643E+00, 1.000,  201
 90.000000, 42.954545,  5.966148E-03,  1.346160E-01, -2.456207E+01,-1.000,   40
 90.000000, 42.954545,  5.975079E-03,  1.344909E-01, -2.473978E+01,-1.000,   72
 90.000000, 42.954545,  6.252573E-03,  1.365312E-01, -2.432409E+01,-1.000,  112
 90.000000, 42.954545,  6.260900E-03,  1.374847E-01, -2.416894E+01,-1.000,  136
 90.000000, 42.954545,  9.432607E-03,  1.117417E-01, -1.661824E+01, 1.000,  213
 90.000000, 42.954545,  9.452043E-03,  1.120453E-01, -1.637128E+01, 1.000,  213
 90.000000, 42.954545,  1.928132E-01,  3.516514E-01, -8.336293E+01, 1.000,  207
 90.000000, 42.954545,  6.506486E-01,  6.031496E-01, -3.997719E+00, 1.000,  201
 90.000000, 42.954545,  6.506520E-01,  6.029680E-01, -3.979683E+00, 1.000,  201
 90.000000, 40.909091,  5.985586E-03,  1.337263E-01, -2.281395E+01,-1.000,  204
 90.000000, 40.909091,  5.993845E-03,  1.334068E-01, -2.284653E+01,-1.000,  188
 90.000000, 40.909091,  9.215260E-03,  1.102961E-01, -1.393358E+01, 1.000,  210
