Theta(deg),Phi(deg),Freq(kT),mstar(me),Curv(kTA2),Type(+e-h),NumOrbCopy
 90.000000, 85.909091,  1.938161E+00,  1.269026E+00, -4.997633E+02, 1.000,    6
 90.000000, 85.909091,  1.938344E+00,  1.274036E+00, -4.994706E+02, 1.000,    6
 90.000000, 83.863636,  1.151646E-02,  1.606095E-01,  2.907467E+01, 1.000,    3
 90.000000, 83.863636,  1.152205E-02,  1.606715E-01,  2.888718E+01, 1.000,    6
 90.000000, 83.863636,  1.193205E-02,  1.634844E-01,  1.568251E+01, 1.000,    9
 90.000000, 83.863636,  1.287178E-02,  1.683734E-01, -1.658716E+01, 1.000,    6
 90.000000, 83.863636,  1.287544E-02,  1.674009E-01, -1.670266E+01, 1.000,    3
 90.000000, 83.863636,  2.243586E-01,  4.041954E-01, -1.069304E+02, 1.000,  198
 90.000000, 83.863636,  1.860335E+00,  1.248395E+00, -4.726765E+02, 1.000,  165
 90.000000, 83.863636,  1.860459E+00,  1.247509E+00, -4.730446E+02, 1.000,  165
 90.000000, 81.818182,  1.248027E-02,  1.669932E-01, -5.224936E+00, 1.000,    3
 90.000000, 81.818182,  1.301084E-02,  1.663255E-01, -2.896329E+01, 1.000,    3
 90.000000, 81.818182,  2.240188E-01,  4.036172E-01, -1.069429E+02, 1.000,  201
 90.000000, 81.818182,  1.771022E+00,  1.232840E+00, -4.386075E+02, 1.000,  174
 90.000000, 81.818182,  1.771035E+00,  1.233339E+00, -4.384567E+02, 1.000,  174
 90.000000, 79.772727,  1.189559E-02,  1.761748E-01,  5.361441E+01, 1.000,    3
 90.000000, 79.772727,  2.235410E-01,  4.029084E-01, -1.069197E+02, 1.000,  204
 90.000000, 79.772727,  1.672253E+00,  1.219057E+00, -4.118697E+02, 1.000,  183
 90.000000, 79.772727,  1.672267E+00,  1.219728E+00, -4.119629E+02, 1.000,  183
 90.000000, 77.727273,  2.229764E-01,  4.018480E-01, -1.068724E+02, 1.000,  204
 90.000000, 77.727273,  1.568682E+00,  1.208036E+00, -3.916708E+02, 1.000,  180
 90.000000, 77.727273,  1.568683E+00,  1.209235E+00, -3.916739E+02, 1.000,  180
 90.000000, 75.681818,  2.223987E-01,  4.007711E-01, -1.068147E+02, 1.000,  201
 90.000000, 75.681818,  1.461373E+00,  1.198100E+00, -3.619301E+02, 1.000,   30
 90.000000, 75.681818,  1.463842E+00,  1.196917E+00, -3.644787E+02, 1.000,  186
 90.000000, 75.681818,  1.463992E+00,  1.196297E+00, -3.646105E+02, 1.000,  156
 90.000000, 73.636364,  2.214780E-01,  3.993805E-01, -1.065467E+02, 1.000,  204
 90.000000, 73.636364,  1.360031E+00,  1.174996E+00, -2.804138E+02, 1.000,  183
 90.000000, 73.636364,  1.360218E+00,  1.174754E+00, -2.817304E+02, 1.000,  183
 90.000000, 71.590909,  2.205946E-01,  3.978347E-01, -1.062628E+02, 1.000,  207
 90.000000, 71.590909,  1.263674E+00,  1.130172E+00, -1.535442E+02, 1.000,  186
 90.000000, 71.590909,  1.263691E+00,  1.131200E+00, -1.533455E+02, 1.000,  186
 90.000000, 69.545455,  1.535142E-02,  1.972625E-01, -2.703343E+01, 1.000,   84
 90.000000, 69.545455,  1.535197E-02,  1.975674E-01, -2.718577E+01, 1.000,   84
 90.000000, 69.545455,  2.195312E-01,  3.961449E-01, -1.059037E+02, 1.000,  207
 90.000000, 69.545455,  1.178942E+00,  1.066734E+00, -6.367356E+01, 1.000,  186
 90.000000, 69.545455,  1.178954E+00,  1.065836E+00, -6.424981E+01, 1.000,  183
 90.000000, 67.500000,  1.515471E-02,  1.867548E-01, -3.405158E+01, 1.000,  147
 90.000000, 67.500000,  1.516428E-02,  1.868152E-01, -3.426227E+01, 1.000,  147
 90.000000, 67.500000,  2.184197E-01,  3.941839E-01, -1.052970E+02, 1.000,  204
 90.000000, 67.500000,  1.106733E+00,  1.003706E+00, -3.219600E+01, 1.000,  192
 90.000000, 67.500000,  1.106739E+00,  1.003629E+00, -3.311637E+01, 1.000,  192
 90.000000, 65.454545,  1.492758E-02,  1.799878E-01, -3.682603E+01, 1.000,  198
 90.000000, 65.454545,  1.494129E-02,  1.797391E-01, -3.736857E+01, 1.000,  204
 90.000000, 65.454545,  2.171729E-01,  3.919579E-01, -1.046737E+02, 1.000,  204
 90.000000, 65.454545,  1.044642E+00,  9.485810E-01, -2.798675E+01, 1.000,  192
 90.000000, 65.454545,  1.044642E+00,  9.487160E-01, -2.803350E+01, 1.000,  192
 90.000000, 63.409091,  1.469392E-02,  1.727809E-01, -3.714706E+01, 1.000,  204
 90.000000, 63.409091,  1.471179E-02,  1.727669E-01, -3.746719E+01, 1.000,  210
 90.000000, 63.409091,  2.158538E-01,  3.895036E-01, -1.036207E+02, 1.000,  207
 90.000000, 63.409091,  9.903047E-01,  9.027802E-01, -3.378726E+01, 1.000,  189
 90.000000, 63.409091,  9.903079E-01,  9.026990E-01, -3.382522E+01, 1.000,  189
 90.000000, 61.363636,  1.398184E-02,  1.652099E-01, -2.980305E+01, 1.000,   36
 90.000000, 61.363636,  1.442693E-02,  1.662995E-01, -3.648855E+01, 1.000,  204
 90.000000, 61.363636,  1.451844E-02,  1.670406E-01, -3.805340E+01, 1.000,  168
 90.000000, 61.363636,  2.145571E-01,  3.869537E-01, -1.025532E+02, 1.000,  207
 90.000000, 61.363636,  9.418395E-01,  8.622190E-01, -3.743861E+01, 1.000,  198
 90.000000, 61.363636,  9.418409E-01,  8.622287E-01, -3.742397E+01, 1.000,  198
 90.000000, 59.318182,  1.416612E-02,  1.609201E-01, -3.557260E+01, 1.000,  210
 90.000000, 59.318182,  1.416867E-02,  1.608202E-01, -3.559829E+01, 1.000,  207
 90.000000, 59.318182,  2.129407E-01,  3.841885E-01, -1.011993E+02, 1.000,  204
 90.000000, 59.318182,  8.980293E-01,  8.258816E-01, -3.773491E+01, 1.000,  198
 90.000000, 59.318182,  8.980319E-01,  8.258579E-01, -3.780024E+01, 1.000,  198
 90.000000, 57.272727,  1.384142E-02,  1.556231E-01, -3.302926E+01, 1.000,  210
 90.000000, 57.272727,  1.385795E-02,  1.549061E-01, -3.348260E+01, 1.000,  201
 90.000000, 57.272727,  2.113375E-01,  3.812091E-01, -9.964167E+01, 1.000,  210
 90.000000, 57.272727,  8.582170E-01,  7.920293E-01, -3.534717E+01, 1.000,  201
 90.000000, 57.272727,  8.582269E-01,  7.922441E-01, -3.540631E+01, 1.000,  201
 90.000000, 55.227273,  1.351682E-02,  1.493819E-01, -3.078306E+01, 1.000,  207
 90.000000, 55.227273,  1.352438E-02,  1.510566E-01, -3.014654E+01, 1.000,  204
 90.000000, 55.227273,  2.096610E-01,  3.783358E-01, -9.775317E+01, 1.000,  207
 90.000000, 55.227273,  8.219089E-01,  7.606332E-01, -3.128085E+01, 1.000,  198
 90.000000, 55.227273,  8.219155E-01,  7.605361E-01, -3.128119E+01, 1.000,  198
 90.000000, 53.181818,  1.315166E-02,  1.445063E-01, -2.743074E+01, 1.000,  213
 90.000000, 53.181818,  1.315322E-02,  1.450731E-01, -2.705676E+01, 1.000,  195
 90.000000, 53.181818,  2.080352E-01,  3.746065E-01, -9.595442E+01, 1.000,  195
 90.000000, 53.181818,  7.887560E-01,  7.309490E-01, -2.631017E+01, 1.000,  195
 90.000000, 53.181818,  7.887603E-01,  7.308177E-01, -2.634946E+01, 1.000,  195
 90.000000, 51.136364,  1.279465E-02,  1.401861E-01, -2.409728E+01, 1.000,  201
 90.000000, 51.136364,  1.281016E-02,  1.403312E-01, -2.413387E+01, 1.000,  207
 90.000000, 51.136364,  2.063755E-01,  3.711393E-01, -9.390086E+01, 1.000,  198
 90.000000, 51.136364,  7.584382E-01,  7.028246E-01, -2.109142E+01, 1.000,  195
 90.000000, 51.136364,  7.584479E-01,  7.029727E-01, -2.114332E+01, 1.000,  195
 90.000000, 49.090909,  1.246664E-02,  1.349988E-01, -2.180403E+01, 1.000,  213
 90.000000, 49.090909,  1.247253E-02,  1.353134E-01, -2.170347E+01, 1.000,  207
 90.000000, 49.090909,  2.045027E-01,  3.675496E-01, -9.158497E+01, 1.000,  207
 90.000000, 49.090909,  7.306934E-01,  6.767365E-01, -1.608894E+01, 1.000,  201
 90.000000, 49.090909,  7.306979E-01,  6.768914E-01, -1.615164E+01, 1.000,  201
 90.000000, 47.045455,  1.214612E-02,  1.312356E-01, -1.915244E+01, 1.000,  207
 90.000000, 47.045455,  1.215310E-02,  1.310919E-01, -1.922930E+01, 1.000,  210
 90.000000, 47.045455,  2.026707E-01,  3.641933E-01, -8.915904E+01, 1.000,  207
 90.000000, 47.045455,  7.053618E-01,  6.523195E-01, -1.164548E+01, 1.000,  204
 90.000000, 47.045455,  7.053648E-01,  6.523792E-01, -1.163315E+01, 1.000,  204
 90.000000, 45.000000,  1.178609E-02,  1.264116E-01, -1.757529E+01, 1.000,  207
 90.000000, 45.000000,  1.184670E-02,  1.292068E-01, -1.557557E+01, 1.000,  216
 90.000000, 45.000000,  2.009371E-01,  3.603202E-01, -8.674330E+01, 1.000,  210
 90.000000, 45.000000,  6.822426E-01,  6.295080E-01, -7.709337E+00, 1.000,  201
 90.000000, 45.000000,  6.822601E-01,  6.301695E-01, -7.831816E+00, 1.000,  201
 90.000000, 42.954545,  1.150511E-02,  1.239843E-01, -1.483847E+01, 1.000,  213
 90.000000, 42.954545,  1.151387E-02,  1.229064E-01, -1.565161E+01, 1.000,  213
 90.000000, 42.954545,  1.989516E-01,  3.566650E-01, -8.404747E+01, 1.000,  207
 90.000000, 42.954545,  6.611443E-01,  6.087743E-01, -4.685591E+00, 1.000,  201
 90.000000, 42.954545,  6.611455E-01,  6.085867E-01, -4.655162E+00, 1.000,  201
 90.000000, 40.909091,  1.125672E-02,  1.207463E-01, -1.339068E+01, 1.000,  210
 90.000000, 40.909091,  1.126836E-02,  1.205166E-01, -1.360461E+01, 1.000,  213
 90.000000, 40.909091,  1.972623E-01,  3.526317E-01, -8.145040E+01, 1.000,  207
 90.000000, 40.909091,  6.419166E-01,  5.891760E-01, -2.150371E+00, 1.000,  204
 90.000000, 40.909091,  6.419195E-01,  5.894513E-01, -2.135666E+00, 1.000,  201
 90.000000, 38.863636,  1.099831E-02,  1.174887E-01, -1.220047E+01, 1.000,  216
 90.000000, 38.863636,  1.100360E-02,  1.178155E-01, -1.214478E+01, 1.000,  216
 90.000000, 38.863636,  1.955396E-01,  3.490343E-01, -7.888430E+01, 1.000,  213
 90.000000, 38.863636,  6.243910E-01,  5.708007E-01, -5.783356E-01, 1.000,  234
 90.000000, 38.863636,  6.243976E-01,  5.710577E-01, -5.740937E-01, 1.000,  213
 90.000000, 36.818182,  1.076035E-02,  1.146559E-01, -1.130045E+01, 1.000,  207
 90.000000, 36.818182,  1.076342E-02,  1.154286E-01, -1.112132E+01, 1.000,  222
 90.000000, 36.818182,  1.937819E-01,  3.453618E-01, -7.630145E+01, 1.000,  219
 90.000000, 36.818182,  6.085207E-01,  5.537108E-01, -7.853211E-01, 1.000,  426
 90.000000, 36.818182,  6.085384E-01,  5.532845E-01, -1.323842E+00, 1.000,  342
 90.000000, 36.818182,  6.085909E-01,  5.497166E-01, -1.887424E+00, 1.000,  291
 90.000000, 36.818182,  6.086606E-01,  5.475561E-01, -3.250122E+00, 1.000,  216
 90.000000, 34.772727,  1.053035E-02,  1.105705E-01, -1.111728E+01, 1.000,  213
 90.000000, 34.772727,  1.055239E-02,  1.107254E-01, -1.041693E+01, 1.000,  207
 90.000000, 34.772727,  1.923896E-01,  3.418445E-01, -7.390903E+01, 1.000,  204
 90.000000, 34.772727,  5.939026E-01,  5.405675E-01,  2.440573E+00, 1.000,  201
 90.000000, 34.772727,  5.939268E-01,  5.402816E-01,  2.176288E+00, 1.000,  213
 90.000000, 34.772727,  5.944752E-01,  5.349853E-01, -5.584858E+00, 1.000,  195
 90.000000, 34.772727,  5.944839E-01,  5.343517E-01, -5.895966E+00, 1.000,  186
 90.000000, 34.772727,  5.945801E-01,  5.299856E-01, -6.234116E+00, 1.000,  195
 90.000000, 34.772727,  5.945919E-01,  5.302372E-01, -5.760971E+00, 1.000,  198
 90.000000, 32.727273,  1.033748E-02,  1.098562E-01, -9.734593E+00, 1.000,  210
 90.000000, 32.727273,  1.034051E-02,  1.102350E-01, -9.713801E+00, 1.000,  207
 90.000000, 32.727273,  1.904874E-01,  3.384712E-01, -7.138029E+01, 1.000,  207
 90.000000, 32.727273,  5.806954E-01,  5.270395E-01,  3.332282E+00, 1.000,  198
 90.000000, 32.727273,  5.809833E-01,  5.257711E-01,  1.126710E+00, 1.000,  276
 90.000000, 32.727273,  5.817516E-01,  5.213947E-01, -6.179335E+00, 1.000,  198
 90.000000, 32.727273,  5.817536E-01,  5.208960E-01, -6.985120E+00, 1.000,  117
 90.000000, 32.727273,  5.818752E-01,  5.174783E-01, -6.399985E+00, 1.000,  195
 90.000000, 32.727273,  5.818835E-01,  5.174606E-01, -6.338494E+00, 1.000,  198
 90.000000, 30.681818,  1.015168E-02,  1.086835E-01, -9.026779E+00, 1.000,  216
 90.000000, 30.681818,  1.015287E-02,  1.083679E-01, -9.023524E+00, 1.000,  210
 90.000000, 30.681818,  1.889345E-01,  3.350490E-01, -6.908047E+01, 1.000,  207
 90.000000, 30.681818,  5.687025E-01,  5.147104E-01,  3.925654E+00, 1.000,  204
 90.000000, 30.681818,  5.687072E-01,  5.147082E-01,  3.917518E+00, 1.000,  204
 90.000000, 30.681818,  5.702455E-01,  5.095520E-01, -7.232808E+00, 1.000,  201
 90.000000, 30.681818,  5.702472E-01,  5.096357E-01, -6.919783E+00, 1.000,  204
 90.000000, 30.681818,  5.704000E-01,  5.059409E-01, -7.176428E+00, 1.000,  204
 90.000000, 30.681818,  5.704022E-01,  5.056891E-01, -7.415134E+00, 1.000,  201
 90.000000, 28.636364,  9.984287E-03,  1.067423E-01, -8.862918E+00, 1.000,  210
 90.000000, 28.636364,  9.989478E-03,  1.068815E-01, -8.604895E+00, 1.000,  210
 90.000000, 28.636364,  1.874436E-01,  3.318947E-01, -6.692735E+01, 1.000,  210
 90.000000, 28.636364,  5.578393E-01,  5.036359E-01,  4.338466E+00, 1.000,  201
 90.000000, 28.636364,  5.578462E-01,  5.035167E-01,  4.327031E+00, 1.000,  201
 90.000000, 28.636364,  5.598524E-01,  4.993449E-01, -7.799637E+00, 1.000,  204
 90.000000, 28.636364,  5.598586E-01,  4.993088E-01, -7.863258E+00, 1.000,  201
 90.000000, 28.636364,  5.600216E-01,  4.958488E-01, -8.032441E+00, 1.000,  204
 90.000000, 28.636364,  5.600283E-01,  4.961091E-01, -7.944203E+00, 1.000,  201
 90.000000, 26.590909,  9.824869E-03,  1.055309E-01, -8.300145E+00, 1.000,  204
 90.000000, 26.590909,  9.826684E-03,  1.047208E-01, -8.109243E+00, 1.000,  210
 90.000000, 26.590909,  1.860384E-01,  3.288953E-01, -6.485066E+01, 1.000,  207
 90.000000, 26.590909,  5.480195E-01,  4.935095E-01,  4.637957E+00, 1.000,  207
 90.000000, 26.590909,  5.480240E-01,  4.934174E-01,  4.650626E+00, 1.000,  207
 90.000000, 26.590909,  5.504721E-01,  4.903846E-01, -8.086789E+00, 1.000,  207
 90.000000, 26.590909,  5.504764E-01,  4.902612E-01, -8.116547E+00, 1.000,  201
 90.000000, 26.590909,  5.506453E-01,  4.870748E-01, -8.357997E+00, 1.000,  207
 90.000000, 26.590909,  5.506517E-01,  4.873062E-01, -8.398523E+00, 1.000,  201
 90.000000, 24.545455,  9.668418E-03,  1.050022E-01, -7.427679E+00, 1.000,  210
 90.000000, 24.545455,  9.668913E-03,  1.047030E-01, -7.392007E+00, 1.000,  207
 90.000000, 24.545455,  1.846954E-01,  3.261275E-01, -6.297681E+01, 1.000,  207
 90.000000, 24.545455,  5.391672E-01,  4.843754E-01,  4.976822E+00, 1.000,  207
 90.000000, 24.545455,  5.391732E-01,  4.843219E-01,  4.983683E+00, 1.000,  207
 90.000000, 24.545455,  5.420279E-01,  4.825561E-01, -8.485899E+00, 1.000,  207
 90.000000, 24.545455,  5.420281E-01,  4.826110E-01, -8.379177E+00, 1.000,  204
 90.000000, 24.545455,  5.422043E-01,  4.789044E-01, -8.558605E+00, 1.000,  204
 90.000000, 24.545455,  5.422068E-01,  4.789299E-01, -8.493399E+00, 1.000,  204
 90.000000, 22.500000,  9.554634E-03,  1.029478E-01, -7.512942E+00, 1.000,  210
 90.000000, 22.500000,  9.555260E-03,  1.028751E-01, -7.567306E+00, 1.000,  210
 90.000000, 22.500000,  1.835017E-01,  3.235273E-01, -6.118537E+01, 1.000,  207
 90.000000, 22.500000,  5.312288E-01,  4.763001E-01,  4.989472E+00, 1.000,  204
 90.000000, 22.500000,  5.312333E-01,  4.762168E-01,  5.018646E+00, 1.000,  204
 90.000000, 22.500000,  5.344399E-01,  4.755129E-01, -8.589773E+00, 1.000,  207
 90.000000, 22.500000,  5.344419E-01,  4.754412E-01, -8.676050E+00, 1.000,  204
 90.000000, 22.500000,  5.346148E-01,  4.728504E-01, -9.007905E+00, 1.000,  207
 90.000000, 22.500000,  5.346177E-01,  4.728750E-01, -9.029230E+00, 1.000,  204
 90.000000, 20.454545,  9.430858E-03,  1.017716E-01, -7.115320E+00, 1.000,  216
 90.000000, 20.454545,  9.431800E-03,  1.016230E-01, -7.039958E+00, 1.000,  213
 90.000000, 20.454545,  1.824189E-01,  3.211188E-01, -5.958510E+01, 1.000,  207
 90.000000, 20.454545,  5.241369E-01,  4.689830E-01,  5.044126E+00, 1.000,  201
 90.000000, 20.454545,  5.241426E-01,  4.691571E-01,  5.085833E+00, 1.000,  201
 90.000000, 20.454545,  5.276711E-01,  4.695610E-01, -9.155628E+00, 1.000,  201
 90.000000, 20.454545,  5.276756E-01,  4.696207E-01, -9.037443E+00, 1.000,  204
 90.000000, 20.454545,  5.278430E-01,  4.672103E-01, -9.186000E+00, 1.000,  201
 90.000000, 20.454545,  5.278460E-01,  4.672719E-01, -9.119016E+00, 1.000,  204
 90.000000, 18.409091,  9.332307E-03,  1.006265E-01, -6.776771E+00, 1.000,  213
 90.000000, 18.409091,  9.332914E-03,  1.009642E-01, -6.789462E+00, 1.000,  210
 90.000000, 18.409091,  1.813085E-01,  3.187849E-01, -5.814081E+01, 1.000,  210
 90.000000, 18.409091,  5.178566E-01,  4.625182E-01,  5.175283E+00, 1.000,  201
 90.000000, 18.409091,  5.178647E-01,  4.626569E-01,  5.115434E+00, 1.000,  201
 90.000000, 18.409091,  5.216642E-01,  4.639704E-01, -8.834740E+00, 1.000,  201
 90.000000, 18.409091,  5.216645E-01,  4.639420E-01, -8.863999E+00, 1.000,  201
 90.000000, 18.409091,  5.218244E-01,  4.621691E-01, -9.054401E+00, 1.000,  201
 90.000000, 18.409091,  5.218280E-01,  4.621504E-01, -9.046006E+00, 1.000,  201
 90.000000, 16.363636,  9.237250E-03,  9.946033E-02, -6.516197E+00, 1.000,  207
 90.000000, 16.363636,  9.246888E-03,  9.984599E-02, -6.564125E+00, 1.000,  213
 90.000000, 16.363636,  1.803715E-01,  3.168224E-01, -5.685722E+01, 1.000,  207
 90.000000, 16.363636,  5.123391E-01,  4.570051E-01,  5.189228E+00, 1.000,  204
 90.000000, 16.363636,  5.123476E-01,  4.570284E-01,  5.132925E+00, 1.000,  204
 90.000000, 16.363636,  5.163818E-01,  4.593340E-01, -9.047946E+00, 1.000,  204
 90.000000, 16.363636,  5.163879E-01,  4.591838E-01, -8.992073E+00, 1.000,  207
 90.000000, 16.363636,  5.165317E-01,  4.577906E-01, -8.955794E+00, 1.000,  207
 90.000000, 16.363636,  5.165353E-01,  4.577938E-01, -8.958260E+00, 1.000,  204
 90.000000, 14.318182,  9.153488E-03,  9.905335E-02, -6.469525E+00, 1.000,  213
 90.000000, 14.318182,  9.178473E-03,  1.001642E-01, -6.442118E+00, 1.000,  210
 90.000000, 14.318182,  1.795467E-01,  3.150327E-01, -5.568029E+01, 1.000,  201
 90.000000, 14.318182,  5.075417E-01,  4.520506E-01,  5.178915E+00, 1.000,  201
 90.000000, 14.318182,  5.075450E-01,  4.518103E-01,  5.274130E+00, 1.000,  201
 90.000000, 14.318182,  5.117967E-01,  4.553650E-01, -9.044213E+00, 1.000,  201
 90.000000, 14.318182,  5.118197E-01,  4.554455E-01, -8.982408E+00, 1.000,  201
 90.000000, 14.318182,  5.119253E-01,  4.539852E-01, -8.907953E+00, 1.000,  201
 90.000000, 14.318182,  5.119587E-01,  4.539087E-01, -8.932407E+00, 1.000,  201
 90.000000, 12.272727,  9.096362E-03,  9.818603E-02, -6.310758E+00, 1.000,  216
 90.000000, 12.272727,  9.099827E-03,  9.801838E-02, -6.273538E+00, 1.000,  210
 90.000000, 12.272727,  1.788258E-01,  3.135218E-01, -5.471581E+01, 1.000,  207
 90.000000, 12.272727,  5.034489E-01,  4.479881E-01,  5.152813E+00, 1.000,  201
 90.000000, 12.272727,  5.034529E-01,  4.480596E-01,  5.186240E+00, 1.000,  204
 90.000000, 12.272727,  5.078782E-01,  4.518975E-01, -9.095230E+00, 1.000,  198
 90.000000, 12.272727,  5.078839E-01,  4.519802E-01, -8.870872E+00, 1.000,  204
 90.000000, 12.272727,  5.080010E-01,  4.506901E-01, -8.711384E+00, 1.000,  198
 90.000000, 12.272727,  5.080097E-01,  4.508356E-01, -8.935835E+00, 1.000,  204
 90.000000, 10.227273,  9.041782E-03,  9.789926E-02, -6.250329E+00, 1.000,  207
 90.000000, 10.227273,  9.042031E-03,  9.810622E-02, -6.276414E+00, 1.000,  207
 90.000000, 10.227273,  1.109093E-01,  2.108959E-01,  5.505143E+01, 1.000,    3
 90.000000, 10.227273,  1.109181E-01,  2.108931E-01,  5.446330E+01, 1.000,    3
 90.000000, 10.227273,  1.117562E-01,  2.132177E-01,  5.507042E+01, 1.000,    3
 90.000000, 10.227273,  1.117685E-01,  2.131903E-01,  5.530692E+01, 1.000,    6
 90.000000, 10.227273,  1.782125E-01,  3.122686E-01, -5.390437E+01, 1.000,  207
 90.000000, 10.227273,  5.000230E-01,  4.444169E-01,  5.153808E+00, 1.000,  201
 90.000000, 10.227273,  5.000289E-01,  4.445997E-01,  5.163990E+00, 1.000,  201
 90.000000, 10.227273,  5.045926E-01,  4.490633E-01, -8.851650E+00, 1.000,  204
 90.000000, 10.227273,  5.045971E-01,  4.491111E-01, -8.780518E+00, 1.000,  204
 90.000000, 10.227273,  5.047079E-01,  4.483078E-01, -8.911511E+00, 1.000,  204
 90.000000, 10.227273,  5.047127E-01,  4.483122E-01, -8.793152E+00, 1.000,  204
 90.000000,  8.181818,  8.994874E-03,  9.765484E-02, -6.210045E+00, 1.000,  207
 90.000000,  8.181818,  8.996689E-03,  9.725043E-02, -6.197596E+00, 1.000,  210
 90.000000,  8.181818,  1.776892E-01,  3.112348E-01, -5.322977E+01, 1.000,  210
 90.000000,  8.181818,  4.972517E-01,  4.419392E-01,  5.144554E+00, 1.000,  207
 90.000000,  8.181818,  4.972561E-01,  4.418945E-01,  5.139658E+00, 1.000,  207
 90.000000,  8.181818,  5.019420E-01,  4.468122E-01, -8.700827E+00, 1.000,  207
 90.000000,  8.181818,  5.019434E-01,  4.470547E-01, -9.040400E+00, 1.000,  204
 90.000000,  8.181818,  5.020435E-01,  4.462401E-01, -8.832881E+00, 1.000,  207
 90.000000,  8.181818,  5.020440E-01,  4.462717E-01, -8.959186E+00, 1.000,  204
 90.000000,  6.136364,  8.962051E-03,  9.693976E-02, -6.103896E+00, 1.000,  216
 90.000000,  6.136364,  8.962307E-03,  9.672360E-02, -6.126830E+00, 1.000,  213
 90.000000,  6.136364,  1.097239E-01,  2.107224E-01,  6.306407E+01, 1.000,    3
 90.000000,  6.136364,  1.098598E-01,  2.101346E-01,  5.475760E+01, 1.000,    3
 90.000000,  6.136364,  1.101498E-01,  2.112034E-01,  6.352745E+01, 1.000,    3
 90.000000,  6.136364,  1.102806E-01,  2.106867E-01,  5.616278E+01, 1.000,    3
 90.000000,  6.136364,  1.772826E-01,  3.104427E-01, -5.269324E+01, 1.000,  207
 90.000000,  6.136364,  4.951076E-01,  4.399171E-01,  5.164965E+00, 1.000,  207
 90.000000,  6.136364,  4.951109E-01,  4.399611E-01,  5.189624E+00, 1.000,  207
 90.000000,  6.136364,  4.998848E-01,  4.449401E-01, -8.789209E+00, 1.000,  207
 90.000000,  6.136364,  4.998903E-01,  4.448565E-01, -8.864981E+00, 1.000,  207
 90.000000,  6.136364,  4.999746E-01,  4.444450E-01, -8.735590E+00, 1.000,  207
 90.000000,  6.136364,  4.999845E-01,  4.447218E-01, -8.833799E+00, 1.000,  207
 90.000000,  4.090909,  8.934772E-03,  9.697492E-02, -6.116950E+00, 1.000,  219
 90.000000,  4.090909,  8.936964E-03,  9.683275E-02, -6.128281E+00, 1.000,  213
 90.000000,  4.090909,  1.769981E-01,  3.097659E-01, -5.232419E+01, 1.000,  204
 90.000000,  4.090909,  4.935837E-01,  4.382933E-01,  5.154302E+00, 1.000,  204
 90.000000,  4.090909,  4.935910E-01,  4.382243E-01,  5.138693E+00, 1.000,  204
 90.000000,  4.090909,  4.984354E-01,  4.437360E-01, -8.699096E+00, 1.000,  204
 90.000000,  4.090909,  4.984375E-01,  4.436014E-01, -8.818736E+00, 1.000,  207
 90.000000,  4.090909,  4.985157E-01,  4.436846E-01, -8.669013E+00, 1.000,  204
 90.000000,  4.090909,  4.985170E-01,  4.437749E-01, -8.793308E+00, 1.000,  207
 90.000000,  2.045455,  8.919465E-03,  9.665985E-02, -6.093947E+00, 1.000,  225
 90.000000,  2.045455,  8.921028E-03,  9.627033E-02, -6.068256E+00, 1.000,  213
